target,1rank,2rank,3rank,4rank,5rank,6rank,7rank,8rank,9rank,10rank
946,946,1265,2394,1764,2404,991,2367,1491,1940,184
947,947,1525,603,1090,2638,501,1743,2005,1596,2420
722,1385,722,2542,2709,1136,533,74,2417,1736,2122
948,2083,28,2354,1902,1614,2666,948,265,969,364
950,950,2505,1389,786,956,952,2284,2573,2016,1354
951,492,1321,2144,1915,2584,373,1896,954,951,1173
957,957,2294,1709,891,1831,2454,252,2657,1059,1209
952,1354,2573,952,2341,2016,956,234,2284,2171,319
953,953,2275,1713,445,81,2438,578,2419,1858,1820
955,955,444,1679,2415,499,2561,1921,2536,388,215
954,492,1321,2144,1915,2584,373,1896,954,951,1173
1766,1766,545,713,1177,602,980,6,2441,245,2516
1513,1513,2326,2090,1541,366,725,1327,1460,2594,1148
1517,304,1517,712,770,1568,1736,1001,2122,2223,1516
1516,974,315,1516,304,418,218,1517,712,172,531
1515,1515,533,74,1437,1128,1136,2362,2012,177,2153
1514,1514,2110,2190,1473,2242,2366,2696,2475,1103,312
1519,1519,249,174,1356,900,1225,429,1388,1777,1170
281,659,281,1949,603,2540,2638,1090,1596,2420,366
1518,1518,1217,1367,1785,1391,2685,1977,748,509,1925
916,2237,1914,916,1850,1332,1876,365,0,2687,699
433,433,592,2665,2195,2705,148,490,1019,320,1897
2174,1268,1859,2174,1689,1145,962,584,2244,1389,2260
407,2639,407,2501,1569,540,984,2060,404,775,675
723,723,888,1656,186,1319,1364,49,428,458,2267
2116,1810,2116,513,2598,1572,1450,1921,779,708,1187
967,967,981,75,130,88,753,2336,2718,2291,1099
2014,2336,2014,1908,967,1987,1647,2732,793,296,75
2015,2015,2197,2087,98,525,903,1551,288,468,2576
2016,1354,2573,952,2341,2016,956,234,2284,2171,319
2017,2017,211,2303,1314,1450,2598,378,1492,85,178
2018,1240,2018,2268,2040,1649,2730,146,1302,2232,272
2020,2020,429,781,276,644,249,1324,1118,737,174
2019,2019,2089,112,1390,139,418,312,531,859,61
2013,2013,1962,1052,2053,767,2390,1378,798,1508,1562
2426,2426,1158,401,2496,580,1044,2462,586,1484,2330
1125,461,1125,1248,1349,2377,964,129,1076,2204,82
1632,1632,2046,2355,1618,1068,1060,2125,2163,2113,1393
2623,2623,306,1313,2375,1627,1368,2009,2442,2066,1546
1055,1200,2357,2625,106,1055,913,31,85,1720,2320
1056,1138,1056,1476,493,2033,158,647,1725,1842,2659
314,314,263,2094,2320,2059,536,1963,1848,1833,58
1057,1057,677,18,2334,2205,2081,2615,1959,1126,115
1133,1133,2339,332,310,1069,1023,675,2295,1325,495
1270,1270,214,297,834,341,1872,1138,33,1476,1056
2516,2516,1845,2241,2441,245,1426,2085,1286,60,2514
117,163,1010,1321,2411,2493,571,408,1330,2375,1550
531,531,859,61,2281,2495,974,2242,315,2223,1516
1415,1415,746,689,554,1502,904,2157,1870,1197,1273
362,362,1553,886,1250,688,118,84,1723,243,909
2517,2517,1216,223,122,1653,2280,99,1849,498,1602
204,204,2582,2223,1944,614,634,1554,391,1399,1517
2515,2515,366,2064,1464,250,1186,566,2007,2558,2121
2519,2519,1087,1293,1243,789,2626,919,2667,1105,33
2518,2518,2084,2559,1768,2113,595,1705,410,1582,1393
447,447,2097,2163,2547,2093,711,2712,2277,1498,2212
443,443,1912,485,1656,430,949,246,1214,1770,476
445,445,1469,681,1247,151,1417,734,2610,399,1970
449,163,1010,1321,2411,2493,571,408,1330,2375,1550
448,448,907,999,541,1732,2705,1594,2730,2195,1302
446,446,621,1877,2713,1881,2662,1711,2117,1566,2608
444,444,2723,1577,2416,1817,955,945,2488,1700,572
1889,1889,2077,1786,1005,140,2189,1444,1109,864,2147
1074,1074,1982,891,1146,2358,2574,965,2223,2184,1405
81,81,681,1447,1314,1777,1388,1519,85,1031,31
2641,2641,1968,1017,2119,1916,604,911,1348,1198,794
1704,1704,2051,2586,2033,1308,1050,1725,1842,318,2129
492,492,1321,2144,1915,2584,373,1896,954,951,1173
381,163,1010,1321,2411,2493,571,408,1330,2375,1550
490,490,148,320,1000,1897,1208,2060,2322,188,1940
489,1342,2207,489,1480,1648,2529,550,1427,1733,1168
488,488,2031,1027,507,1061,460,2131,685,877,1151
963,963,290,978,1693,1581,254,2441,245,2514,1228
379,753,765,379,1693,319,1642,1762,344,1276,868
380,371,380,1229,460,1850,1961,2602,1027,2237,2130
491,757,2256,1583,491,1584,2257,1874,2481,846,257
486,960,2316,1377,486,2237,1654,916,1162,1991,1570
487,915,1825,96,241,487,690,269,2461,149,1463
466,466,1758,189,2687,2589,759,134,14,200,63
899,899,1179,2146,22,577,1152,1020,2638,1090,258
1835,492,1321,2144,1915,2584,373,1896,954,951,1173
1836,1836,673,2366,2190,612,454,867,1667,1431,412
1837,1837,222,2225,264,1659,884,16,945,80,1538
478,478,1957,2478,629,1135,2215,290,1552,1538,2294
1838,1838,309,1964,1471,1273,1128,993,2659,2180,2062
884,945,884,2278,1492,1237,913,178,1637,831,2659
2688,865,477,2688,1364,1865,1849,1986,1681,2106,646
2085,2085,393,2682,2047,218,794,2241,1286,2070,2140
2086,2086,2635,847,2218,2369,265,969,948,2153,1614
2590,2590,2564,1079,1970,1455,2471,2104,2079,1128,993
794,794,911,718,1705,2518,2619,1198,334,2641,880
793,2433,1987,296,793,693,2039,2014,311,2550,729
1472,1472,423,349,2041,820,1177,1542,2435,128,871
460,2602,1027,460,1961,685,302,464,2506,2612,702
201,201,1429,2306,1576,2544,2620,1885,1700,2112,425
202,1478,202,2657,1059,2495,2110,2366,724,2442,1533
2458,2458,1390,139,531,859,61,2582,98,974,2169
1268,1268,1859,2174,1689,1145,962,584,2244,1389,2260
2371,2398,2647,1683,616,873,1655,2371,359,893,1236
2127,2127,338,1983,368,1038,1673,1857,2006,2475,404
1210,107,1210,1561,1728,805,190,585,1543,1613,178
503,1661,503,569,1088,375,2003,1321,862,544,2144
1032,1032,2113,162,2318,1258,1698,385,276,623,1618
1638,337,149,2182,539,1638,1744,1463,702,821,109
1639,902,1639,2646,717,1903,581,1739,1800,1998,278
2054,2054,1161,1337,251,2057,2701,1226,2664,2121,614
1791,1791,1129,1063,206,2651,1741,1892,704,2607,1621
1885,1885,2160,1176,1615,979,170,201,1203,1429,56
494,494,1070,1489,1202,262,806,1870,386,1741,484
15,15,2692,1698,1929,758,2084,436,392,1613,1016
933,933,761,2618,1165,631,628,1973,741,1832,1362
1792,1688,1792,1730,2710,1277,1508,796,2244,1378,2115
1732,1732,56,1755,2071,2322,2274,2276,2289,188,1208
2271,2271,1487,2045,2287,2642,2150,2493,1703,1494,2095
863,863,1403,2673,1628,21,245,1749,771,1071,422
237,237,2686,2009,1551,525,926,145,295,1609,392
665,665,176,2403,1974,2360,1527,382,378,1603,1807
1936,1936,2556,555,49,1323,468,1047,2576,751,1952
310,310,1133,2059,1716,2339,332,777,1191,259,1905
818,818,384,1059,1324,2657,1118,439,222,758,220
1073,1073,611,810,1799,1337,2378,922,1536,266,2521
89,89,1853,702,136,1690,1876,530,302,2629,2506
1865,1865,1849,1366,481,13,865,122,1216,1653,1824
1866,1866,1910,45,1474,937,495,1023,2629,1121,530
1137,1137,253,1619,2163,447,162,2297,797,2459,1346
2082,2082,1336,1608,1465,1081,205,567,1073,1695,1799
1222,1222,2421,1630,2068,2319,2459,1485,1401,1719,2225
529,529,191,216,1784,2609,235,2266,1426,2513,1699
2280,2517,1216,223,122,1653,2280,99,1849,498,1602
2437,2437,2595,1430,10,783,714,613,782,1132,1131
1964,1838,309,1964,1471,1273,1128,993,2659,2180,2062
1963,58,1963,637,51,1535,1848,972,2367,2112,2394
1641,1641,352,2319,159,1306,975,2105,1357,2732,144
143,143,798,472,2390,2158,2576,1999,2458,1605,1098
358,598,358,961,2087,1082,288,110,595,1768,2099
934,934,441,1670,837,2178,1156,692,1213,988,2048
540,540,1325,675,470,1763,849,1716,2661,1950,2501
2661,2661,1890,982,1325,2643,675,540,470,1812,1283
1346,1346,1340,582,944,2495,138,2346,341,393,1994
2111,2111,2377,1731,934,837,441,1670,1156,2178,2154
1945,1945,283,2053,2377,1050,1128,2226,1052,2337,1308
2178,934,441,1670,837,2178,1156,692,1213,988,2048
2143,2143,821,487,241,690,269,96,1825,2461,915
1793,1793,351,1806,1007,1547,2474,1714,2213,2630,1877
485,485,1912,411,1595,2165,1818,443,1565,66,1887
2440,8,1578,2440,345,1,2201,1814,149,1744,557
2441,2441,59,290,325,321,162,2241,2085,493,158
728,728,160,1136,2709,1765,177,997,2594,722,2238
1859,1268,1859,2174,1689,1145,962,584,2244,1389,2260
866,866,2126,424,2208,2460,1155,2575,853,470,675
1360,1360,1952,1550,2342,790,2053,1052,2226,306,233
2412,2412,879,334,984,775,2263,836,404,719,1930
1349,1349,1125,461,718,1989,410,595,2518,1582,794
1348,1348,2641,2119,1017,1968,604,1449,1457,1916,911
1347,1347,1719,949,1770,1214,2421,681,2225,1106,2606
975,975,1606,1776,2048,1098,352,1701,2319,1869,570
2108,2108,2026,398,2349,1464,1186,333,250,1275,2499
1961,2602,1027,460,1961,685,302,464,2506,2612,702
156,1756,156,109,1355,2222,1196,1299,279,1784,1210
368,368,1038,474,727,1900,1643,2100,2659,420,1050
252,252,632,1016,1031,1698,2372,876,2692,2657,1059
1038,368,1038,474,727,1900,1643,2100,2659,420,1050
1037,1037,1066,1234,1798,1482,2361,2175,2596,2593,2648
1650,1650,869,2130,1528,2575,2368,132,866,1939,2340
2619,2619,656,15,2414,1609,295,145,1198,1761,879
1670,934,441,1670,837,2178,1156,692,1213,988,2048
1995,1995,1707,1010,2173,1940,2063,1202,2323,228,2335
1686,2325,2448,910,2406,1686,1745,1266,584,1304,1268
385,385,1618,1032,1393,2543,2078,2113,392,2278,831
2107,2107,311,1957,730,2294,1509,290,478,828,2600
2632,2632,1572,1236,42,1082,110,1810,1244,1602,1295
178,1492,178,1561,1569,884,945,2009,1672,2472,392
341,341,1842,2033,1725,1671,2167,306,1270,2443,2495
1508,2244,1378,1508,1948,1213,1532,1730,2660,2013,988
2171,1354,2573,952,2341,2016,956,234,2284,2171,319
1714,1714,2599,1174,1793,614,2474,517,1826,2467,1109
1726,1726,1871,217,1585,2191,2288,1252,1123,2249,2652
1108,1108,2493,2196,1901,1218,1947,1833,314,536,2096
2106,2106,2217,122,1141,1292,505,1394,477,2688,865
2224,2224,114,2091,1588,1433,313,394,1644,2524,703
1586,1586,1598,870,256,1450,1838,2415,309,2118,339
2356,163,1010,1321,2411,2493,571,408,1330,2375,1550
2407,2407,1167,819,959,859,160,61,531,1993,2079
2406,2325,2448,910,2406,1686,1745,1266,584,1304,1268
2408,1675,2408,378,24,2259,2654,1950,1763,1452,1767
2537,2537,1187,1534,1829,1397,599,1981,2486,19,515
721,721,2007,1979,2577,906,875,2558,207,480,2700
2347,994,417,2347,1830,558,450,1121,153,25,1288
2172,512,1563,2172,1417,402,2089,2564,2471,1649,312
551,551,2255,2427,1963,1535,1848,1879,637,58,972
1139,1139,1068,2511,1688,2671,1891,1701,2640,352,2051
2520,2520,639,1834,192,709,931,1840,308,2105,9
437,437,2077,1382,594,2664,2189,1444,1889,517,2713
744,744,1089,524,1855,99,498,1939,1135,752,1431
627,627,867,1431,1716,561,2059,1558,2528,831,777
2007,2007,2577,721,207,2558,875,2677,611,1721,414
324,324,317,372,2072,2383,1808,1067,1123,2076,1921
2304,2304,1924,471,1206,2239,779,354,484,1190,2252
2268,1240,2018,2268,2040,1649,2730,146,1302,2232,272
1312,1312,687,572,945,884,1816,1041,1754,2006,2475
2446,2446,911,794,2641,2337,1308,1643,1050,1871,192
2612,141,2612,774,1474,1228,45,2602,460,1229,685
654,654,1906,2289,592,382,2360,1603,1072,2705,2195
404,2263,775,404,984,2639,2501,2412,879,1423,745
1408,1408,841,1049,692,1662,2156,1772,824,1926,1785
1058,1058,949,1214,1770,1820,2244,1508,2105,1378,1247
2102,2246,2102,2027,1679,499,2262,1373,1085,338,909
2631,2631,1523,628,1203,1297,292,1774,2060,1712,68
2701,2701,2054,1318,517,1882,1161,1337,2599,2057,251
559,559,1418,2059,2712,2320,2318,1548,2248,314,1993
1252,1252,2191,1123,2503,420,1250,1935,118,243,688
1251,2624,1251,597,512,1563,2172,2699,719,2203,421
1250,688,93,1935,243,118,1250,1853,984,404,2263
1249,2553,2328,1249,1320,2305,2660,1869,1456,367,570
1248,1248,129,461,1125,595,1768,573,358,1456,1784
1246,1342,2207,489,1480,1648,2529,550,1427,1733,1168
1253,1253,1560,2407,1964,819,959,1471,1838,309,1138
1247,1247,1970,445,430,1858,2419,246,1820,1770,1214
562,562,2065,2123,773,733,738,1394,2217,908,860
1405,965,2184,1405,1862,849,2532,801,1558,2277,2381
323,323,767,2167,2066,1672,2472,1106,1916,1083,65
760,760,1242,1424,2693,1046,279,1094,501,2151,2155
322,322,1922,989,2536,2726,2538,2415,326,2650,747
1646,1646,2551,1388,1777,1116,849,1045,348,1601,2532
321,321,2686,1235,1100,145,392,295,1609,2670,1163
1495,198,1495,1305,1113,2413,955,195,1375,693,1034
966,966,2036,1781,980,2317,6,864,2147,1109,2605
625,625,415,527,100,2327,560,383,2577,73,119
39,137,2230,39,2247,602,21,1539,2615,1345,2069
935,935,1228,2486,515,1802,12,1813,2612,168,2600
2190,1473,2242,2190,2366,2110,2089,1387,2614,312,1514
2125,2125,1049,692,2340,378,327,741,456,1266,631
1716,777,1716,1996,213,982,1353,2721,1755,310,167
1715,1715,212,2494,1815,2681,2071,752,2482,2049,63
1845,1845,2516,1426,656,1100,1894,1392,778,698,2414
1948,1028,988,1446,1213,1948,1532,658,1909,570,2419
1949,1949,787,659,281,374,1943,614,548,2445,603
1950,1950,1763,470,540,1325,675,660,1613,2414,392
594,594,2490,1481,621,446,2474,2715,2135,1226,985
2093,2093,2547,829,2601,1118,2097,1324,429,2073,2113
347,347,541,1189,2344,1559,2696,1944,402,1102,2713
1895,1895,2418,1060,1116,2163,2475,2113,2543,87,1754
1896,492,1321,2144,1915,2584,373,1896,954,951,1173
1894,1894,778,2609,2645,1025,645,549,1426,36,1962
1898,1898,1575,67,1051,1066,1924,2171,2573,234,2648
1049,1049,692,1719,1401,397,1156,2125,2178,1670,837
1897,490,148,320,1000,1897,1208,2060,2322,188,1940
1051,1898,1575,67,1051,1066,1924,2171,2573,234,2648
1050,1050,1308,2066,1916,1368,2442,911,1533,2511,275
790,790,1360,1406,1461,2643,1355,1425,1299,1196,109
1523,1523,2501,407,2639,979,351,1569,266,199,1929
1848,58,1963,637,51,1535,1848,972,2367,2112,2394
1637,913,1637,1968,1059,222,2119,2657,1200,2442,2357
1827,1827,186,888,2694,668,2422,1684,2626,1105,240
1110,1110,907,735,1502,2037,1501,1192,940,667,1542
2514,2514,400,2215,713,1950,1763,1636,1399,2070,329
2513,2513,1958,595,1582,1191,2273,829,363,1076,512
153,153,2377,2096,1201,2355,676,1448,2666,2347,265
715,715,2538,2669,1783,1157,2222,2726,327,2030,1266
1849,1865,1849,1366,481,13,865,122,1216,1653,1824
120,120,1437,2012,680,970,475,7,1913,16,1247
1272,1272,1122,794,2307,2391,856,192,758,2115,911
2508,2508,2286,1775,886,362,1252,1900,727,499,1443
1136,1136,722,2204,1385,82,125,1515,728,590,1455
2684,2684,1926,1977,1785,308,2178,2158,274,441,1408
2284,1354,2573,952,2341,2016,956,234,2284,2171,319
2283,163,1010,1321,2411,2493,571,408,1330,2375,1550
2282,2282,1062,2233,607,1131,2585,2075,1646,2700,183
2281,2281,2471,2564,2079,859,61,531,1086,1324,2172
2297,2297,850,898,1387,280,1349,2377,2337,2097,597
355,355,2474,2630,452,2120,30,810,1711,1511,2662
45,1474,45,1866,702,530,2506,2612,1018,1876,302
2675,2675,273,2512,350,2578,422,1071,827,2321,1162
43,43,2262,2672,1918,214,678,285,2681,1815,1270
44,44,925,742,1345,1012,2424,1262,20,166,293
672,2532,672,2551,1441,249,2418,2022,662,174,965
681,681,81,1485,445,1469,1447,737,2225,2421,1314
1335,1335,1966,376,1494,1283,1620,907,2409,286,1359
2650,2650,588,926,145,427,1424,237,620,547,326
1993,1993,2248,340,959,1167,819,2407,2491,598,998
42,42,2568,598,358,419,1993,2609,617,676,1448
275,1533,2442,1368,275,2002,913,1478,998,1637,2099
1329,1369,1329,1897,1000,148,320,490,170,1419,1923
274,274,1607,2671,1366,1167,2407,959,1713,841,2275
1131,1131,2585,610,2166,857,2437,552,1430,1965,2431
2211,2211,1086,1183,2159,2422,336,2281,834,2348,2063
475,475,256,917,1021,1515,509,1292,397,1130,1847
1484,1484,1120,1270,1489,705,2627,1357,2148,1371,1158
1971,1971,1854,1673,2092,2615,2316,960,486,1959,1126
170,170,749,188,2274,1042,1885,1633,1307,230,923
1603,1603,267,176,2403,1974,665,2289,2141,654,1072
2088,2088,492,954,473,2144,862,1386,2584,373,569
293,293,543,2487,2494,212,890,776,925,1758,2566
896,896,1076,2073,1582,1470,1722,1218,1544,1455,5
388,571,388,1230,1883,2554,2286,1775,2383,2508,955
387,387,2677,1255,872,2577,434,1780,250,1464,1186
2567,2567,335,2337,1643,948,2083,364,28,897,265
1350,1350,2062,2226,1128,938,306,1671,2346,1368,2443
1020,2146,1020,1186,1117,1571,1464,250,771,1179,899
2009,2009,2132,178,1492,208,237,1980,2503,419,2659
1174,1174,614,2054,2008,1714,1697,2467,1493,1965,2662
941,941,1135,1700,1576,2112,2544,425,2681,2306,2620
1819,1819,1962,1982,1286,61,531,859,798,2390,2358
2706,2706,2493,2530,848,1241,1498,2423,2261,1901,2196
2313,2313,398,2108,2376,2499,763,2467,927,2673,389
16,16,1485,1170,1719,2382,397,1324,1118,681,1084
523,523,1054,1589,1120,2711,1994,479,1068,840,2413
520,520,1007,2213,116,1626,686,1024,10,2431,1481
521,521,653,548,731,2185,875,1943,2540,2677,610
522,522,1039,826,1676,2443,1680,94,817,231,1425
524,524,744,1942,164,63,2049,842,78,2329,802
221,221,1537,1773,2231,436,711,2500,912,105,1102
60,2070,60,1275,1528,400,2215,2467,304,712,1517
2482,2498,2482,2494,212,587,1682,2552,2324,3,519
1306,1306,297,1271,1659,822,1366,2671,159,1212,1842
1101,1101,1260,2226,233,2571,1871,461,2346,1360,82
1100,1100,321,1390,247,139,762,54,2686,768,98
1645,1645,641,602,1628,1403,21,2628,871,2441,45
1644,1644,1534,1762,2224,868,1276,83,319,1300,1829
1607,274,1607,2671,1366,1167,2407,959,1713,841,2275
789,750,789,1548,2362,2180,32,2369,694,2153,867
1060,1060,2113,2163,1895,1059,1618,2601,2097,2657,1862
2053,1052,2053,2699,719,1360,2576,1106,2066,836,1930
1920,1920,2009,926,1627,1546,1522,2415,2536,2076,2598
1919,1919,1210,107,1204,156,1756,335,2460,129,2208
690,915,1825,96,241,487,690,269,2461,149,1463
1814,8,1578,2440,345,1,2201,1814,149,1744,557
58,58,1963,637,51,1535,1848,972,2367,2112,2394
2419,1858,2419,110,1574,1314,288,1627,1082,1546,1247
53,1750,257,638,1828,2,47,1233,583,846,2603
1075,1075,672,1709,2532,662,1441,2551,249,174,2136
343,343,2395,2480,2374,15,436,668,1449,2238,941
2552,2552,2482,2498,2069,2424,1262,166,587,1682,2494
838,838,299,193,564,1402,132,2108,941,1275,2313
432,432,747,2692,700,1968,1561,252,2225,1447,2119
1124,1124,868,1762,1276,319,1631,1199,1588,2251,2505
976,976,181,2470,361,843,1790,1304,1941,2636,235
2388,2388,360,2444,894,1185,2634,1875,1969,1422,2397
353,353,803,2009,817,237,2132,178,1344,1492,208
37,277,37,2594,1111,2206,1464,1694,1257,79,1841
1555,1555,216,2396,2133,656,282,49,2161,1684,421
1554,1554,2582,1189,1929,1944,660,1390,139,204,1399
2553,2553,2328,1249,1320,2305,2660,1869,1456,367,570
38,38,2170,1612,386,1189,2264,347,184,991,2526
2037,2037,1710,525,1551,1579,1851,1187,513,708,1502
845,57,845,1556,2530,848,181,1168,1480,2529,550
2392,2392,1475,2686,2162,1929,392,145,930,660,2058
2393,2393,164,78,542,2049,63,1942,212,972,51
848,848,2530,946,1265,2706,643,845,1914,916,1850
1424,1424,588,547,279,2650,1839,1767,2151,760,2155
1909,1909,570,1047,1813,1320,903,2576,24,2654,988
849,1045,701,1601,2381,849,167,2460,1996,213,2551
2128,2128,1161,2386,906,1536,1282,2716,2054,1174,4
307,307,2213,1881,1711,2117,2662,686,613,157,1007
1600,1600,2697,1941,1254,1668,1790,1333,800,510,1367
2586,1704,2051,2586,2033,1308,1050,1725,1842,318,2129
338,338,803,724,1904,1509,624,764,2027,1344,1478
2267,2267,1728,1543,805,1102,107,1210,173,416,1656
777,777,1716,1996,213,982,1353,2721,1755,310,167
1116,1116,2372,876,2551,1198,1646,87,632,1026,1777
431,431,2069,2063,519,3,2552,1040,2411,2324,2400
435,435,2293,65,295,1609,321,2015,139,237,1390
1913,1913,1566,2331,2396,2417,2067,2391,248,856,1385
977,977,1684,90,764,1105,2679,624,2626,2564,1901
2718,1099,2718,2298,2695,2330,75,130,1483,1044,88
1875,1875,2231,2534,1102,2500,541,221,814,1969,1740
1098,1098,1909,975,570,1751,1847,469,2178,1960,441
395,395,2489,887,2452,436,1735,1537,286,1122,2619
2092,2092,115,1673,442,1227,2205,1971,2587,2127,678
24,24,2654,2259,570,995,1909,2408,403,1228,1767
394,313,1635,2524,703,1301,1433,394,2676,225,1693
1457,1449,1457,2119,1968,1604,2021,1724,1348,2238,728
389,389,795,1033,1224,519,1503,1040,882,2324,928
29,29,66,962,2174,1859,485,1153,1254,505,1912
1876,2629,530,1690,2506,702,136,1018,302,1876,688
2380,2380,1879,551,2613,1625,2255,2435,1410,2427,508
811,811,895,2061,336,2348,1878,554,1232,1346,2157
812,812,193,40,2186,235,2487,1256,964,461,2525
1456,1456,1320,1316,1248,1544,1869,2553,2328,1767,1249
2719,2719,11,1379,355,2363,2417,1400,248,2521,1132
35,35,1852,403,1201,1448,676,2162,1069,2087,1406
1111,2698,1111,2189,517,2457,1444,1826,303,2445,92
1526,1526,2725,1631,1199,937,711,2141,1866,716,2450
822,822,1212,1306,9,1604,297,1659,1271,1366,2671
2074,605,2074,655,82,2204,125,77,2669,256,1722
2072,2072,2383,372,1921,2076,324,1123,1252,2191,1825
2540,2540,787,1596,366,250,281,2594,659,1186,1464
1537,1537,221,1953,1359,1773,1864,436,1735,2658,2231
2065,2065,2091,562,2604,2353,1003,588,2123,2351,1242
1461,1461,1406,1952,403,790,766,2643,2428,1551,1360
2374,2374,517,1024,686,2701,2490,2599,1481,1111,2698
2674,238,1998,1289,1696,2592,2674,717,581,1903,929
301,301,363,781,1566,1892,2391,770,1324,1118,2122
211,2017,211,2303,1314,1450,2598,378,1492,85,178
903,903,1452,2015,2419,1858,1751,1909,1847,570,2311
2349,2349,2000,1664,739,2292,810,1799,30,1181,383
200,2687,1975,200,2589,14,673,669,972,776,535
183,183,17,2595,27,2591,2213,1184,116,1626,1337
182,182,2578,1742,863,889,2036,966,137,2457,391
181,181,993,2096,1556,265,28,364,1614,976,2083
180,180,2067,2599,1382,446,621,594,2474,1943,1972
179,179,971,1061,451,1057,918,442,553,1811,342
989,989,322,154,1922,2536,1783,1157,2538,1891,2640
2348,2348,726,1623,1086,439,856,2694,1271,2495,2281
937,937,1866,1797,592,2195,1640,2705,1950,1763,2427
1727,1727,2680,788,1852,1594,1910,1640,1947,2706,268
2686,2686,295,392,145,1609,237,321,2132,247,1698
2692,2692,2084,15,758,632,1198,190,1016,452,2630
2335,2335,1940,1307,923,1369,2323,919,1329,228,2665
146,146,2103,2018,1080,1407,1240,2268,999,1615,2132
1742,1742,674,84,1576,2544,422,575,294,2620,1700
1009,1009,2462,2095,2545,1202,123,1370,2679,848,2530
2343,2343,626,2344,652,2624,2345,2556,555,1251,1970
1940,1940,1302,2705,2730,1594,2195,490,148,320,946
1941,1790,1941,361,1304,843,1224,28,2083,2507,969
144,144,2732,290,683,352,978,1054,1693,1581,254
1748,1748,1907,2127,97,2029,1673,145,2619,1857,2432
923,923,1307,2730,416,1302,170,1317,244,2394,1491
142,142,931,2161,997,2422,1291,1445,2008,781,2386
1754,1754,1630,2475,1237,913,1637,635,944,1740,384
139,139,1390,98,2019,2458,1100,1554,1609,295,1761
2666,2083,28,2354,1902,1614,2666,948,265,969,364
1951,1951,595,2455,1784,1769,2513,1905,1191,310,154
1738,1738,2300,1459,2466,901,721,1979,2577,1004,2101
1806,1547,1806,2630,1877,452,2213,2713,226,2431,2662
215,215,1577,1352,939,1810,2416,1310,780,1598,2364
2000,2000,1799,30,810,2349,2521,199,1282,266,4
2588,2588,447,1982,1408,2097,2601,1060,276,2113,2163
1608,1608,1799,1695,810,528,55,199,266,2142,1465
926,926,237,2650,19,175,1920,1597,2686,1776,41
292,292,1712,2060,1443,1123,2360,382,1252,2191,2639
855,163,1010,1321,2411,2493,571,408,1330,2375,1550
939,780,939,2315,1975,1838,14,263,200,1471,2633
290,290,2441,2732,144,963,59,478,1957,352,683
2022,2022,662,1225,2008,672,1291,2532,781,635,2418
1625,2613,1625,1848,972,58,1535,1019,51,637,1963
46,46,153,2491,2637,2355,676,1448,1201,2096,2377
2021,2021,1517,304,712,2709,1736,1001,2599,770,1568
47,1750,257,638,1828,2,47,1233,583,846,2603
49,49,369,428,468,1936,585,239,171,2299,2464
2699,836,2699,1930,1091,719,880,849,312,2089,1045
1630,1630,737,222,1531,1754,151,818,429,734,1637
1818,1818,1299,1355,751,1196,109,168,2181,817,1789
57,57,845,1556,2530,848,181,1168,1480,2529,550
1678,1678,1332,699,679,365,1976,1873,2038,674,637
1676,1676,54,762,1743,546,1039,1100,525,1551,1392
2693,2693,1311,465,1525,760,501,1094,2327,383,2005
1671,1671,2099,998,1778,306,275,1368,341,285,1533
1808,1808,1869,317,1597,1320,926,41,683,324,2259
2012,1437,2012,2590,1515,1970,1455,2104,2157,2471,2564
1839,1839,2714,1115,161,390,1424,908,1094,1090,2638
2293,435,2293,65,295,1609,321,2015,139,237,1390
247,247,2686,98,12,525,1867,2169,1551,1667,612
874,874,2642,1240,2268,2018,2493,1071,1958,2500,1880
1421,469,1960,1421,2259,2654,2118,24,1098,1104,2030
2363,2363,414,1453,1803,1400,922,2557,2142,2007,1972
867,867,1431,2059,561,801,1490,777,1716,2528,1558
865,865,477,2688,1364,1865,1849,1986,1681,2106,646
245,245,1399,2441,2514,2516,863,1766,1645,966,2582
2129,2129,2220,474,1704,727,1056,1900,1138,2586,1476
451,451,442,2143,677,1002,2399,1887,1771,821,1971
1418,1418,2320,2712,2248,559,1993,2601,276,106,2357
1262,1262,2424,2497,2552,925,44,2230,137,39,2247
2489,2489,395,197,1258,282,2061,2055,766,138,59
634,634,2117,1566,2662,1711,1931,1001,1736,1568,770
508,508,1514,618,2157,74,533,98,2380,2169,468
505,505,2091,1804,1595,1364,66,29,2106,2598,357
1190,1190,2126,1660,1729,685,1027,2602,460,1961,853
2495,2495,202,1478,218,1842,1623,158,1725,2033,531
500,500,1722,129,1911,461,1125,604,1157,1049,2669
2153,2369,2153,32,789,1838,1515,624,764,750,1471
2163,2163,1060,2097,818,2113,2093,2547,2212,447,2423
686,686,307,1226,2715,1881,2213,810,2117,1626,1799
1374,1374,699,679,2038,1332,365,1873,1976,329,84
2435,2435,1879,871,1162,827,1570,2321,1937,943,2430
662,2022,662,1225,2008,672,1291,2532,781,635,2418
2434,163,1010,1321,2411,2493,571,408,1330,2375,1550
733,738,733,1394,562,2091,1486,1398,921,2524,1301
482,1833,482,1154,412,2493,2549,920,2687,1975,200
2433,2433,1987,296,793,693,2039,2014,311,2550,729
738,738,733,1394,562,2091,1486,1398,921,2524,1301
747,747,1968,432,2119,1022,2641,913,1722,1637,1130
683,683,1917,1588,2732,796,144,1166,766,2055,41
